Site,Haglof_Plot_ID,Tag,Haglof_ID,Species,Health_status,Date,Notes
UMBS,127,3718,3718,ACRU,L,43628,Several small stems from same base 
UMBS,127,3719,3719,ACRU,L,43628,Several small stems from same base 
UMBS,127,3720,3720,QURU,L,43628,Shares base with 2EQ3 & 3721
UMBS,128,3721,3721,QURU,L,43628,Shares base with 2EQ3 & 3720
UMBS,128,3722,3722,POGR,L,43628,
UMBS,128,3723,3723,QURU,L,43628,
UMBS,128,3724,3724,QURU,D,43628,
UMBS,128,3725,3725,QURU,L,43628,
UMBS,128,3726,3726,POGR,L,43628,
UMBS,128,3727,3727,POGR,L,43628,
UMBS,128,3728,3728,QURU,L,43628,shares base with 3729
UMBS,128,3729,3729,QURU,L,43628,shares base with 3728
UMBS,128,3730,3730,QURU,L,43628,
UMBS,128,3731,3731,SNAG,D,43628,can’t ID species from remnant bark
UMBS,128,3732,3732,ACRU,L,43628,
UMBS,128,3733,3733,ACRU,L,43628,Shares base with 2EA3
UMBS,128,3734,3734,ACRU,L,43628,Shares base with 2EA2 plus small stems
UMBS,128,3735,3735,FAGR,L,43628,Second small stem from base
UMBS,128,3736,3736,QURU,L,43628,
UMBS,128,3737,3737,QURU,L,43628,
UMBS,129,3738,3738,POGR,L,43628,
UMBS,129,3739,3739,POGR,L,43628,Shares base with 2EP2
UMBS,129,3740,3740,ACRU,L,43628,Shares base with 3741 & other small stems
UMBS,129,3741,3741,ACRU,L,43628,Shares base with 3740 & other small stems
UMBS,129,3742,3742,QURU,L,43628,
UMBS,129,3743,3743,QURU,L,43628,
UMBS,129,3744,3744,ACRU,L,43628,Shares base with 3745 & 3746
UMBS,129,3745,3745,ACRU,L,43628,Shares base with 3744 & 3746
UMBS,129,3746,3746,ACRU,L,43628,Shares base with 3744 & 3745
UMBS,129,3747,3747,QURU,L,43628,Shares base with 3748
UMBS,129,3748,3748,QURU,L,43628,Shares base with 3747
UMBS,129,3749,3749,ACRU,L,43628,
UMBS,129,3750,3750,QURU,L,43628,
UMBS,129,3751,3751,ACRU,L,43628,Cluster with several small stems 
UMBS,129,3752,3752,QURU,L,43628,
UMBS,129,2EA2,51,ACRU,L,43628,0051 on Haglof
UMBS,129,2EP2,52,POGR,L,43628,0052 on Haglof; shares base with 3739
UMBS,129,2EA3,53,ACRU,L,43628,0053 on Haglof; shares base with 3733 & other small stems 
UMBS,129,2EP3,54,POGR,L,43628,0054 on Haglof 
UMBS,129,3753,3753,ACRU,L,43628,Cluster of several small stems 
UMBS,129,3754,3754,QURU,L,43628,
UMBS,129,3755,3755,QURU,L,43628,
UMBS,129,3756,3756,ACRU,L,43628,Cluster of several small stems
UMBS,129,3757,3757,QURU,L,43628,
UMBS,129,3758,3758,POGR,L,43628,
UMBS,129,3759,3759,PIST,L,43628,
UMBS,129,3760,3760,ACRU,L,43628,Shares base with 3761 & 3762
UMBS,129,3761,3761,ACRU,L,43628,Shares base with 3760 & 3762
UMBS,129,3762,3762,ACRU,L,43628,Shares base with 3760 & 3761
UMBS,129,3763,3763,QURU,L,43628,Shares base with 3764
UMBS,129,3764,3764,QURU,L,43628,Shares base with 3763
UMBS,129,3765,3765,ACRU,L,43628,Shares base with 3766 & additional small stem 
UMBS,129,3766,3766,ACRU,L,43628,Shares base with 3765 & additional small stem
UMBS,129,3767,3767,QURU,L,43628,
UMBS,129,3768,3768,POGR,L,43628,
UMBS,129,3769,3769,POGR,D,43628,Snag
UMBS,129,3770,3770,QURU,L,43628,Crown destroyed 
UMBS,129,3771,3771,QURU,L,43628,
UMBS,129,3772,3772,QURU,L,43628,
UMBS,129,3773,3773,ACRU,L,43628,Shares base with 3774
UMBS,129,3774,3774,ACRU,L,43628,Shares base with 3773
UMBS,129,3775,3775,POGR,L,43628,
UMBS,129,3776,3776,POGR,L,43628,
UMBS,129,3777,3777,QURU,L,43628,
UMBS,129,3778,3778,ACRU,L,43628,"Shares base with 3753, 3779 & another small stem "
UMBS,129,3779,3779,ACRU,L,43628,"Shares base with 3753, 3778 & another small stem"
