Site,Haglof_Plot_ID,Tag,Haglof_ID,Species,Health_status,Date,Notes
UMBS,120,3575,3575,POGR,L,43626,
UMBS,121,3576,3576,PIRE,L,43626,
UMBS,121,3577,3577,PIST,L,43626,
UMBS,121,3578,3578,POGR,L,43626,
UMBS,121,3579,3579,POGR,L,43626,
UMBS,121,3580,3580,POGR,L,43626,
UMBS,121,3581,3581,PIRE,L,43626,
UMBS,121,3582,3582,QURU,L,43626,Triple stem with 3583 & 3EA2
UMBS,121,3583,3583,QURU,L,43626,Triple stem with 3582 & 3EA2
UMBS,121,3584,3584,POGR,L,43626,
UMBS,121,3585,3585,PIST,D,43626,
UMBS,121,3586,3586,POGR,L,43626,
UMBS,121,3587,3587,FAGR,L,43626,
UMBS,121,3588,3588,PIRE,L,43626,
UMBS,121,3589,3589,POGR,L,43626,
UMBS,121,3590,3590,POGR,L,43626,
UMBS,121,3591,3591,POGR,D,43626,
UMBS,121,3592,3592,POGR,L,43626,
UMBS,121,3593,3593,POGR,D,43626,short snag
UMBS,123,3594,3594,ACRU,D,43626,"short snag, base with multiple stems; 1 tree in this plot"
UMBS,120,3595,3595,ACRU,L,43626,share base
UMBS,120,3596,3596,ACRU,L,43626,share base
UMBS,120,3597,3597,PIST,L,43626,
UMBS,122,3598,3598,PIST,L,43626,one tree in this plot (plot #122)
UMBS,121,3EA2,35,ACRU,L,43626,0035 on Haglof; shares base with 3582 & 3583
UMBS,121,3EP2,36,POGR,L,43626,0036 on Haglof
UMBS,121,3599,3599,QURU,L,43626,
